tic,date,price,gvkey
XLE,1/29/2015,74.9,126374
XLE,1/30/2015,75.55,126374
XLE,2/2/2015,77.86,126374
XLE,2/3/2015,79.99,126374
XLE,2/4/2015,78.67,126374
XLE,2/5/2015,79.8,126374
XLE,2/6/2015,79.82,126374
XLE,2/9/2015,79.9,126374
XLE,2/10/2015,79.86,126374
XLE,2/11/2015,79.3,126374
XLE,2/12/2015,80.34,126374
XLE,2/13/2015,82.04,126374
XLE,2/17/2015,82.29,126374
XLE,2/18/2015,81.31,126374
XLE,2/19/2015,80.93,126374
XLE,2/20/2015,80.54,126374
XLE,2/23/2015,80.21,126374
XLE,2/24/2015,80.43,126374
XLE,2/25/2015,80.87,126374
XLE,2/26/2015,79.37,126374
XLE,2/27/2015,79.02,126374
XLE,3/2/2015,78.47,126374
XLE,3/3/2015,78.76,126374
XLE,3/4/2015,78.65,126374
XLE,3/5/2015,78.18,126374
XLE,3/6/2015,76.78,126374
XLE,3/9/2015,76.23,126374
XLE,3/10/2015,75.17,126374
XLE,3/11/2015,75.39,126374
XLE,3/12/2015,74.91,126374
XLE,3/13/2015,74.63,126374
XLE,3/16/2015,75.64,126374
XLE,3/17/2015,75.35,126374
XLE,3/18/2015,77.54,126374
XLE,3/19/2015,76.31,126374
XLE,3/20/2015,76.91,126374
XLE,3/23/2015,76.64,126374
XLE,3/24/2015,76.13,126374
XLE,3/25/2015,77.12,126374
XLE,3/26/2015,77.03,126374
XLE,3/27/2015,76.4,126374
XLE,3/30/2015,78.04,126374
XLE,3/31/2015,77.58,126374
XLE,4/1/2015,77.56,126374
XLE,4/2/2015,77.72,126374
XLE,4/6/2015,79.12,126374
XLE,4/7/2015,79.17,126374
XLE,4/8/2015,78.53,126374
XLE,4/9/2015,79.79,126374
XLE,4/10/2015,80.14,126374
XLE,4/13/2015,79.34,126374
XLE,4/14/2015,80.77,126374
XLE,4/15/2015,82.7,126374
XLE,4/16/2015,82.51,126374
XLE,4/17/2015,81.91,126374
XLE,4/20/2015,82.22,126374
XLE,4/21/2015,81.35,126374
XLE,4/22/2015,81.89,126374
XLE,4/23/2015,82.45,126374
XLE,4/24/2015,81.98,126374
XLE,4/27/2015,81.89,126374
XLE,4/28/2015,82.3,126374
XLE,4/29/2015,82.94,126374
XLE,4/30/2015,82.68,126374
XLE,5/1/2015,82.87,126374
XLE,5/4/2015,82.66,126374
XLE,5/5/2015,81.6395,126374
XLE,5/6/2015,81.32,126374
XLE,5/7/2015,80.44,126374
XLE,5/8/2015,81.76,126374
XLE,5/11/2015,80.22,126374
XLE,5/12/2015,80.59,126374
XLE,5/13/2015,80.38,126374
XLE,5/14/2015,80.35,126374
XLE,5/15/2015,80.67,126374
XLE,5/18/2015,80.74,126374
XLE,5/19/2015,79.59,126374
XLE,5/20/2015,79.74,126374
XLE,5/21/2015,80.49,126374
XLE,5/22/2015,80.2,126374
XLE,5/26/2015,78.93,126374
XLE,5/27/2015,78.79,126374
XLE,5/28/2015,78.48,126374
XLE,5/29/2015,78.39,126374
XLE,6/1/2015,78.19,126374
XLE,6/2/2015,78.73,126374
XLE,6/3/2015,78.19,126374
XLE,6/4/2015,77.13,126374
XLE,6/5/2015,77.67,126374
XLE,6/8/2015,77.23,126374
XLE,6/9/2015,77.22,126374
XLE,6/10/2015,78.17,126374
XLE,6/11/2015,77.82,126374
XLE,6/12/2015,76.95,126374
XLE,6/15/2015,76.77,126374
XLE,6/16/2015,77.37,126374
XLE,6/17/2015,77.18,126374
XLE,6/18/2015,77.13,126374
XLE,6/19/2015,75.91,126374
XLE,6/22/2015,76.84,126374
XLE,6/23/2015,77.09,126374
XLE,6/24/2015,76.61,126374
XLE,6/25/2015,75.83,126374
XLE,6/26/2015,76.08,126374
XLE,6/29/2015,74.64,126374
XLE,6/30/2015,75.16,126374
XLE,7/1/2015,74.2,126374
XLE,7/2/2015,74.53,126374
XLE,7/6/2015,73.55,126374
XLE,7/7/2015,74.22,126374
XLE,7/8/2015,72.72,126374
XLE,7/9/2015,73.09,126374
XLE,7/10/2015,73.49,126374
XLE,7/13/2015,74.01,126374
XLE,7/14/2015,74.54,126374
XLE,7/15/2015,73.23,126374
XLE,7/16/2015,73.33,126374
XLE,7/17/2015,72.44,126374
XLE,7/20/2015,71.48,126374
XLE,7/21/2015,71.51,126374
XLE,7/22/2015,70.93,126374
XLE,7/23/2015,70.87,126374
XLE,7/24/2015,69.51,126374
XLE,7/27/2015,68.51,126374
XLE,7/28/2015,70.47,126374
XLE,7/29/2015,71.43,126374
XLE,7/30/2015,70.93,126374
XLE,7/31/2015,69.38,126374
XLE,8/3/2015,67.92,126374
XLE,8/4/2015,67.69,126374
XLE,8/5/2015,67.18,126374
XLE,8/6/2015,68.25,126374
XLE,8/7/2015,67.03,126374
XLE,8/10/2015,69.17,126374
XLE,8/11/2015,69.3,126374
XLE,8/12/2015,70.56,126374
XLE,8/13/2015,69.49,126374
XLE,8/14/2015,69.34,126374
XLE,8/17/2015,69.49,126374
XLE,8/18/2015,69.23,126374
XLE,8/19/2015,67.32,126374
XLE,8/20/2015,65.8,126374
XLE,8/21/2015,63.5,126374
XLE,8/24/2015,60.09,126374
XLE,8/25/2015,59.22,126374
XLE,8/26/2015,61.3,126374
XLE,8/27/2015,64.29,126374
XLE,8/28/2015,65.75,126374
XLE,8/31/2015,66.43,126374
XLE,9/1/2015,64.09,126374
XLE,9/2/2015,64.68,126374
XLE,9/3/2015,64.86,126374
XLE,9/4/2015,63.79,126374
XLE,9/8/2015,64.79,126374
XLE,9/9/2015,63.57,126374
XLE,9/10/2015,63.94,126374
XLE,9/11/2015,63.37,126374
XLE,9/14/2015,62.82,126374
XLE,9/15/2015,63.52,126374
XLE,9/16/2015,65.32,126374
XLE,9/17/2015,65.28,126374
XLE,9/18/2015,63.1,126374
XLE,9/21/2015,63.46,126374
XLE,9/22/2015,62.79,126374
XLE,9/23/2015,61.98,126374
XLE,9/24/2015,62.25,126374
XLE,9/25/2015,62.37,126374
XLE,9/28/2015,59.88,126374
XLE,9/29/2015,59.79,126374
XLE,9/30/2015,61.2,126374
XLE,10/1/2015,61.32,126374
XLE,10/2/2015,63.85,126374
XLE,10/5/2015,65.78,126374
XLE,10/6/2015,67.24,126374
XLE,10/7/2015,68.09,126374
XLE,10/8/2015,69.39,126374
XLE,10/9/2015,68.94,126374
XLE,10/12/2015,68.05,126374
XLE,10/13/2015,67.34,126374
XLE,10/14/2015,67.92,126374
XLE,10/15/2015,69.14,126374
XLE,10/16/2015,69.23,126374
XLE,10/19/2015,67.86,126374
XLE,10/20/2015,68.05,126374
XLE,10/21/2015,67.21,126374
XLE,10/22/2015,68.42,126374
XLE,10/23/2015,68.26,126374
XLE,10/26/2015,66.59,126374
XLE,10/27/2015,65.79,126374
XLE,10/28/2015,67.25,126374
XLE,10/29/2015,67.59,126374
XLE,10/30/2015,68.03,126374
XLE,11/2/2015,69.62,126374
XLE,11/3/2015,71.4,126374
XLE,11/4/2015,70.76,126374
XLE,11/5/2015,70.16,126374
XLE,11/6/2015,69.8,126374
XLE,11/9/2015,69.11,126374
XLE,11/10/2015,69.26,126374
XLE,11/11/2015,67.79,126374
XLE,11/12/2015,66.25,126374
XLE,11/13/2015,65.98,126374
XLE,11/16/2015,68.18,126374
XLE,11/17/2015,67.43,126374
XLE,11/18/2015,68.54,126374
XLE,11/19/2015,67.62,126374
XLE,11/20/2015,66.9,126374
XLE,11/23/2015,67.38,126374
XLE,11/24/2015,68.82,126374
XLE,11/25/2015,68.26,126374
XLE,11/27/2015,67.77,126374
XLE,11/30/2015,68.02,126374
XLE,12/1/2015,68.56,126374
XLE,12/2/2015,66.44,126374
XLE,12/3/2015,65.11,126374
XLE,12/4/2015,64.7,126374
XLE,12/7/2015,62.24,126374
XLE,12/8/2015,61.6,126374
XLE,12/9/2015,62.41,126374
XLE,12/10/2015,62.81,126374
XLE,12/11/2015,60.46,126374
XLE,12/14/2015,60.78,126374
XLE,12/15/2015,62.31,126374
XLE,12/16/2015,61.9,126374
XLE,12/17/2015,60.38,126374
XLE,12/18/2015,58.79,126374
XLE,12/21/2015,58.85,126374
XLE,12/22/2015,59.54,126374
XLE,12/23/2015,62.13,126374
XLE,12/24/2015,61.57,126374
XLE,12/28/2015,60.45,126374
XLE,12/29/2015,60.87,126374
XLE,12/30/2015,60.05,126374
XLE,12/31/2015,60.32,126374
XLE,1/4/2016,60.3,126374
XLE,1/5/2016,60.53,126374
XLE,1/6/2016,58.2,126374
XLE,1/7/2016,56.78,126374
XLE,1/8/2016,56.05,126374
XLE,1/11/2016,54.85,126374
XLE,1/12/2016,54.98,126374
XLE,1/13/2016,53.66,126374
XLE,1/14/2016,55.97,126374
XLE,1/15/2016,54.35,126374
XLE,1/19/2016,53.18,126374
XLE,1/20/2016,51.77,126374
XLE,1/21/2016,53.38,126374
XLE,1/22/2016,55.74,126374
XLE,1/25/2016,53.14,126374
XLE,1/26/2016,55.15,126374
XLE,1/27/2016,54.89,126374
XLE,1/28/2016,56.56,126374
XLE,1/29/2016,58.21,126374
XLE,2/1/2016,57.235,126374
XLE,2/2/2016,55.33,126374
XLE,2/3/2016,57.3,126374
XLE,2/4/2016,57.27,126374
XLE,2/5/2016,55.94,126374
XLE,2/8/2016,55.65,126374
XLE,2/9/2016,54.31,126374
XLE,2/10/2016,54.09,126374
XLE,2/11/2016,53.861,126374
XLE,2/12/2016,55.28,126374
XLE,2/16/2016,55.83,126374
XLE,2/17/2016,57.66,126374
XLE,2/18/2016,56.94,126374
XLE,2/19/2016,56.81,126374
XLE,2/22/2016,58.26,126374
XLE,2/23/2016,56.27,126374
XLE,2/24/2016,56.84,126374
XLE,2/25/2016,56.89,126374
XLE,2/26/2016,57.23,126374
XLE,2/29/2016,56.58,126374
XLE,3/1/2016,58.06,126374
XLE,3/2/2016,59.48,126374
XLE,3/3/2016,60.38,126374
XLE,3/4/2016,60.96,126374
XLE,3/7/2016,62.39,126374
XLE,3/8/2016,59.77,126374
XLE,3/9/2016,60.74,126374
XLE,3/10/2016,60.79,126374
XLE,3/11/2016,62.36,126374
XLE,3/14/2016,61.95,126374
XLE,3/15/2016,61.83,126374
XLE,3/16/2016,62.9,126374
XLE,3/17/2016,63.7605,126374
XLE,3/18/2016,63.49,126374
XLE,3/21/2016,63.27,126374
XLE,3/22/2016,62.92,126374
XLE,3/23/2016,61.54,126374
XLE,3/24/2016,61.84,126374
XLE,3/28/2016,61.51,126374
XLE,3/29/2016,61.8,126374
XLE,3/30/2016,61.9192,126374
XLE,3/31/2016,61.89,126374
XLE,4/1/2016,61.06,126374
XLE,4/4/2016,60.6092,126374
XLE,4/5/2016,60.2,126374
XLE,4/6/2016,61.5,126374
XLE,4/7/2016,61.14,126374
XLE,4/8/2016,62.37,126374
XLE,4/11/2016,62.11,126374
XLE,4/12/2016,63.96,126374
XLE,4/13/2016,64.26,126374
XLE,4/14/2016,64.41,126374
XLE,4/15/2016,63.5392,126374
XLE,4/18/2016,64.59,126374
XLE,4/19/2016,65.88,126374
XLE,4/20/2016,66.47,126374
XLE,4/21/2016,66.08,126374
XLE,4/22/2016,67.04,126374
XLE,4/25/2016,66.29,126374
XLE,4/26/2016,67.35,126374
XLE,4/27/2016,68.63,126374
XLE,4/28/2016,67.61,126374
XLE,4/29/2016,67.5,126374
XLE,5/2/2016,67.43,126374
XLE,5/3/2016,65.84,126374
XLE,5/4/2016,64.89,126374
XLE,5/5/2016,65.42,126374
XLE,5/6/2016,65.27,126374
XLE,5/9/2016,64.32,126374
XLE,5/10/2016,65.45,126374
XLE,5/11/2016,65.65,126374
XLE,5/12/2016,65.8308,126374
XLE,5/13/2016,64.99,126374
XLE,5/16/2016,66.09,126374
XLE,5/17/2016,66.4,126374
XLE,5/18/2016,65.76,126374
XLE,5/19/2016,65.77,126374
XLE,5/20/2016,66.16,126374
XLE,5/23/2016,65.99,126374
XLE,5/24/2016,66.32,126374
XLE,5/25/2016,67.37,126374
XLE,5/26/2016,67.09,126374
XLE,5/27/2016,67.13,126374
XLE,5/31/2016,66.87,126374
XLE,6/1/2016,66.89,126374
XLE,6/2/2016,66.8,126374
XLE,6/3/2016,66.54,126374
XLE,6/6/2016,68.0108,126374
XLE,6/7/2016,69.55,126374
XLE,6/8/2016,69.39,126374
XLE,6/9/2016,68.86,126374
XLE,6/10/2016,67.37,126374
XLE,6/13/2016,67.17,126374
XLE,6/14/2016,67.13,126374
XLE,6/15/2016,66.9708,126374
XLE,6/16/2016,66.65,126374
XLE,6/17/2016,66.89,126374
XLE,6/20/2016,67.47,126374
XLE,6/21/2016,68.27,126374
XLE,6/22/2016,67.89,126374
XLE,6/23/2016,69.01,126374
XLE,6/24/2016,66.78,126374
XLE,6/27/2016,64.64,126374
XLE,6/28/2016,66.44,126374
XLE,6/29/2016,67.7,126374
XLE,6/30/2016,68.24,126374
XLE,7/1/2016,68.6,126374
XLE,7/5/2016,67.22,126374
XLE,7/6/2016,67.5092,126374
XLE,7/7/2016,66.8192,126374
XLE,7/8/2016,67.71,126374
XLE,7/11/2016,67.84,126374
XLE,7/12/2016,69.52,126374
XLE,7/13/2016,68.92,126374
XLE,7/14/2016,69.27,126374
XLE,7/15/2016,69.23,126374
XLE,7/18/2016,69.28,126374
XLE,7/19/2016,68.8892,126374
XLE,7/20/2016,68.79,126374
XLE,7/21/2016,68.11,126374
XLE,7/22/2016,68.32,126374
XLE,7/25/2016,66.96,126374
XLE,7/26/2016,67.35,126374
XLE,7/27/2016,66.69,126374
XLE,7/28/2016,66.7,126374
XLE,7/29/2016,67.38,126374
XLE,8/1/2016,65.16,126374
XLE,8/2/2016,65.75,126374
XLE,8/3/2016,67.02,126374
XLE,8/4/2016,66.92,126374
XLE,8/5/2016,67.53,126374
XLE,8/8/2016,68.43,126374
XLE,8/9/2016,68.07,126374
XLE,8/10/2016,67.33,126374
XLE,8/11/2016,68.32,126374
XLE,8/12/2016,68.7,126374
XLE,8/15/2016,69.25,126374
XLE,8/16/2016,69.36,126374
XLE,8/17/2016,69.57,126374
XLE,8/18/2016,71,126374
XLE,8/19/2016,70.41,126374
XLE,8/22/2016,69.6,126374
XLE,8/23/2016,70.0892,126374
XLE,8/24/2016,69.81,126374
XLE,8/25/2016,69.62,126374
XLE,8/26/2016,69.38,126374
XLE,8/29/2016,69.85,126374
XLE,8/30/2016,69.61,126374
XLE,8/31/2016,68.51,126374
XLE,9/1/2016,68.31,126374
XLE,9/2/2016,69.08,126374
XLE,9/6/2016,70.12,126374
XLE,9/7/2016,70.52,126374
XLE,9/8/2016,71.84,126374
XLE,9/9/2016,69.7,126374
XLE,9/12/2016,70.39,126374
XLE,9/13/2016,68.38,126374
XLE,9/14/2016,67.57,126374
XLE,9/15/2016,68.41,126374
XLE,9/16/2016,67.45,126374
XLE,9/19/2016,67.41,126374
XLE,9/20/2016,66.92,126374
XLE,9/21/2016,68.47,126374
XLE,9/22/2016,68.55,126374
XLE,9/23/2016,67.64,126374
XLE,9/26/2016,67.34,126374
XLE,9/27/2016,66.89,126374
XLE,9/28/2016,69.78,126374
XLE,9/29/2016,69.66,126374
XLE,9/30/2016,70.61,126374
XLE,10/3/2016,70.56,126374
XLE,10/4/2016,69.84,126374
XLE,10/5/2016,70.91,126374
XLE,10/6/2016,71.02,126374
XLE,10/7/2016,70.61,126374
XLE,10/10/2016,71.72,126374
XLE,10/11/2016,70.9,126374
XLE,10/12/2016,70.6,126374
XLE,10/13/2016,70.21,126374
XLE,10/14/2016,69.8,126374
XLE,10/17/2016,69.46,126374
XLE,10/18/2016,69.74,126374
XLE,10/19/2016,70.73,126374
XLE,10/20/2016,70.65,126374
XLE,10/21/2016,70.19,126374
XLE,10/24/2016,69.98,126374
XLE,10/25/2016,69.66,126374
XLE,10/26/2016,69.82,126374
XLE,10/27/2016,69.56,126374
XLE,10/28/2016,69.37,126374
XLE,10/31/2016,68.62,126374
XLE,11/1/2016,68.63,126374
XLE,11/2/2016,67.87,126374
XLE,11/3/2016,68.14,126374
XLE,11/4/2016,67.77,126374
XLE,11/7/2016,69.23,126374
XLE,11/8/2016,69.32,126374
XLE,11/9/2016,70.45,126374
XLE,11/10/2016,70.75,126374
XLE,11/11/2016,69.46,126374
XLE,11/14/2016,69.85,126374
XLE,11/15/2016,71.82,126374
XLE,11/16/2016,71.32,126374
XLE,11/17/2016,70.84,126374
XLE,11/18/2016,71.13,126374
XLE,11/21/2016,72.82,126374
XLE,11/22/2016,72.78,126374
XLE,11/23/2016,73.08,126374
XLE,11/25/2016,72.72,126374
XLE,11/28/2016,71.71,126374
XLE,11/29/2016,70.83,126374
XLE,11/30/2016,74.43,126374
XLE,12/1/2016,74.61,126374
XLE,12/2/2016,74.83,126374
XLE,12/5/2016,75.49,126374
XLE,12/6/2016,75.35,126374
XLE,12/7/2016,75.95,126374
XLE,12/8/2016,76.36,126374
XLE,12/9/2016,76.6,126374
XLE,12/12/2016,76.96,126374
XLE,12/13/2016,77.83,126374
XLE,12/14/2016,76.27,126374
XLE,12/15/2016,76.44,126374
XLE,12/16/2016,76.51,126374
XLE,12/19/2016,76.16,126374
XLE,12/20/2016,75.99,126374
XLE,12/21/2016,76.11,126374
XLE,12/22/2016,76.42,126374
XLE,12/23/2016,76.35,126374
XLE,12/27/2016,76.52,126374
XLE,12/28/2016,75.69,126374
XLE,12/29/2016,75.54,126374
XLE,12/30/2016,75.32,126374
XLE,1/3/2017,76.17,126374
XLE,1/4/2017,76.01,126374
XLE,1/5/2017,75.82,126374
XLE,1/6/2017,75.89,126374
XLE,1/9/2017,74.79,126374
XLE,1/10/2017,74.11,126374
XLE,1/11/2017,74.91,126374
XLE,1/12/2017,74.6,126374
XLE,1/13/2017,74.38,126374
XLE,1/17/2017,74.84,126374
XLE,1/18/2017,74.67,126374
XLE,1/19/2017,74.26,126374
XLE,1/20/2017,74.54,126374
XLE,1/23/2017,73.75,126374
XLE,1/24/2017,74.56,126374
XLE,1/25/2017,74.95,126374
XLE,1/26/2017,75.01,126374
XLE,1/27/2017,74.23,126374
XLE,1/30/2017,72.87,126374
XLE,1/31/2017,72.9,126374
XLE,2/1/2017,72.36,126374
XLE,2/2/2017,72.77,126374
XLE,2/3/2017,73.4,126374
XLE,2/6/2017,72.78,126374
XLE,2/7/2017,71.75,126374
XLE,2/8/2017,71.92,126374
XLE,2/9/2017,72.73,126374
XLE,2/10/2017,73.28,126374
XLE,2/13/2017,73.42,126374
XLE,2/14/2017,73.66,126374
XLE,2/15/2017,73.37,126374
XLE,2/16/2017,72.37,126374
XLE,2/17/2017,71.97,126374
XLE,2/21/2017,72.46,126374
XLE,2/22/2017,71.36,126374
XLE,2/23/2017,71.66,126374
XLE,2/24/2017,70.99,126374
XLE,2/27/2017,71.6,126374
XLE,2/28/2017,71.38,126374
XLE,3/1/2017,72.81,126374
XLE,3/2/2017,72.12,126374
XLE,3/3/2017,71.99,126374
XLE,3/6/2017,72.15,126374
XLE,3/7/2017,71.51,126374
XLE,3/8/2017,69.65,126374
XLE,3/9/2017,70.11,126374
XLE,3/10/2017,70.01,126374
XLE,3/13/2017,70.02,126374
XLE,3/14/2017,69.23,126374
XLE,3/15/2017,70.77,126374
XLE,3/16/2017,70.27,126374
XLE,3/17/2017,69.8,126374
XLE,3/20/2017,69.746,126374
XLE,3/21/2017,69.21,126374
XLE,3/22/2017,69.11,126374
XLE,3/23/2017,68.83,126374
XLE,3/24/2017,68.56,126374
XLE,3/27/2017,68.24,126374
XLE,3/28/2017,69.21,126374
XLE,3/29/2017,70.16,126374
XLE,3/30/2017,70.14,126374
XLE,3/31/2017,69.9,126374
XLE,4/3/2017,69.78,126374
XLE,4/4/2017,70.29,126374
XLE,4/5/2017,70.07,126374
XLE,4/6/2017,70.63,126374
XLE,4/7/2017,70.36,126374
XLE,4/10/2017,70.89,126374
XLE,4/11/2017,70.9,126374
XLE,4/12/2017,70.6,126374
XLE,4/13/2017,69.31,126374
XLE,4/17/2017,69.46,126374
XLE,4/18/2017,68.81,126374
XLE,4/19/2017,67.8,126374
XLE,4/20/2017,68.13,126374
XLE,4/21/2017,67.79,126374
XLE,4/24/2017,68.19,126374
XLE,4/25/2017,68.77,126374
XLE,4/26/2017,68.54,126374
XLE,4/27/2017,67.79,126374
XLE,4/28/2017,67.84,126374
XLE,5/1/2017,67.65,126374
XLE,5/2/2017,67.31,126374
XLE,5/3/2017,67.5,126374
XLE,5/4/2017,66.26,126374
XLE,5/5/2017,67.31,126374
XLE,5/8/2017,67.79,126374
XLE,5/9/2017,67.23,126374
XLE,5/10/2017,68.12,126374
XLE,5/11/2017,67.98,126374
XLE,5/12/2017,67.75,126374
XLE,5/15/2017,68.28,126374
XLE,5/16/2017,67.94,126374
XLE,5/17/2017,67.27,126374
XLE,5/18/2017,67.25,126374
XLE,5/19/2017,68.08,126374
XLE,5/22/2017,67.93,126374
XLE,5/23/2017,68.09,126374
XLE,5/24/2017,67.73,126374
XLE,5/25/2017,66.5,126374
XLE,5/26/2017,66.61,126374
XLE,5/30/2017,65.72,126374
XLE,5/31/2017,65.44,126374
XLE,6/1/2017,65.85,126374
XLE,6/2/2017,65.09,126374
XLE,6/5/2017,65.21,126374
XLE,6/6/2017,65.98,126374
XLE,6/7/2017,65.05,126374
XLE,6/8/2017,64.86,126374
XLE,6/9/2017,66.42,126374
XLE,6/12/2017,66.89,126374
XLE,6/13/2017,67.39,126374
XLE,6/14/2017,66.17,126374
XLE,6/15/2017,65.67,126374
XLE,6/16/2017,66.3,126374
XLE,6/19/2017,65.88,126374
XLE,6/20/2017,65.04,126374
XLE,6/21/2017,63.99,126374
XLE,6/22/2017,63.95,126374
XLE,6/23/2017,64.38,126374
XLE,6/26/2017,64.24,126374
XLE,6/27/2017,64.14,126374
XLE,6/28/2017,64.49,126374
XLE,6/29/2017,64.63,126374
XLE,6/30/2017,64.92,126374
XLE,7/3/2017,66.17,126374
XLE,7/5/2017,64.83,126374
XLE,7/6/2017,64.11,126374
XLE,7/7/2017,64.01,126374
XLE,7/10/2017,64.22,126374
XLE,7/11/2017,64.57,126374
XLE,7/12/2017,64.75,126374
XLE,7/13/2017,65.01,126374
XLE,7/14/2017,65.4,126374
XLE,7/17/2017,65.32,126374
XLE,7/18/2017,65.01,126374
XLE,7/19/2017,65.96,126374
XLE,7/20/2017,65.76,126374
XLE,7/21/2017,65.11,126374
XLE,7/24/2017,64.99,126374
XLE,7/25/2017,65.81,126374
XLE,7/26/2017,65.88,126374
XLE,7/27/2017,66.55,126374
XLE,7/28/2017,66.47,126374
XLE,7/31/2017,66.62,126374
XLE,8/1/2017,66.61,126374
XLE,8/2/2017,66.36,126374
XLE,8/3/2017,65.43,126374
XLE,8/4/2017,65.64,126374
XLE,8/7/2017,65.14,126374
XLE,8/8/2017,64.99,126374
XLE,8/9/2017,65.05,126374
XLE,8/10/2017,64.36,126374
XLE,8/11/2017,63.94,126374
XLE,8/14/2017,63.75,126374
XLE,8/15/2017,63.51,126374
XLE,8/16/2017,62.9,126374
XLE,8/17/2017,62.01,126374
XLE,8/18/2017,62.32,126374
XLE,8/21/2017,62,126374
XLE,8/22/2017,62.41,126374
XLE,8/23/2017,62.68,126374
XLE,8/24/2017,62.72,126374
XLE,8/25/2017,63,126374
XLE,8/28/2017,62.72,126374
XLE,8/29/2017,62.64,126374
XLE,8/30/2017,62.67,126374
XLE,8/31/2017,62.97,126374
XLE,9/1/2017,63.58,126374
XLE,9/5/2017,63.93,126374
XLE,9/6/2017,64.97,126374
XLE,9/7/2017,65.09,126374
XLE,9/8/2017,64.4,126374
XLE,9/11/2017,65.01,126374
XLE,9/12/2017,65.41,126374
XLE,9/13/2017,66.23,126374
XLE,9/14/2017,66.55,126374
XLE,9/15/2017,65.84,126374
XLE,9/18/2017,66.12,126374
XLE,9/19/2017,66.39,126374
XLE,9/20/2017,66.84,126374
XLE,9/21/2017,66.86,126374
XLE,9/22/2017,67.2,126374
XLE,9/25/2017,68.17,126374
XLE,9/26/2017,68.14,126374
XLE,9/27/2017,68.43,126374
XLE,9/28/2017,68.49,126374
XLE,9/29/2017,68.48,126374
XLE,10/2/2017,68.46,126374
XLE,10/3/2017,68.39,126374
XLE,10/4/2017,68.34,126374
XLE,10/5/2017,68.65,126374
XLE,10/6/2017,68.07,126374
XLE,10/9/2017,68.21,126374
XLE,10/10/2017,68.27,126374
XLE,10/11/2017,68.43,126374
XLE,10/12/2017,68.18,126374
XLE,10/13/2017,68.14,126374
XLE,10/16/2017,68.29,126374
XLE,10/17/2017,68.33,126374
XLE,10/18/2017,67.85,126374
XLE,10/19/2017,67.64,126374
XLE,10/20/2017,67.77,126374
XLE,10/23/2017,67.42,126374
XLE,10/24/2017,67.55,126374
XLE,10/25/2017,67.08,126374
XLE,10/26/2017,67.22,126374
XLE,10/27/2017,67.34,126374
XLE,10/30/2017,67.69,126374
XLE,10/31/2017,67.91,126374
XLE,11/1/2017,68.68,126374
XLE,11/2/2017,68.48,126374
XLE,11/3/2017,68.68,126374
XLE,11/6/2017,70.25,126374
XLE,11/7/2017,70.16,126374
XLE,11/8/2017,69.82,126374
XLE,11/9/2017,70.03,126374
XLE,11/10/2017,69.66,126374
XLE,11/13/2017,69.26,126374
XLE,11/14/2017,68.14,126374
XLE,11/15/2017,67.37,126374
XLE,11/16/2017,67.1,126374
XLE,11/17/2017,67.43,126374
XLE,11/20/2017,67.27,126374
XLE,11/21/2017,67.42,126374
XLE,11/22/2017,67.69,126374
XLE,11/24/2017,67.88,126374
XLE,11/27/2017,67.19,126374
XLE,11/28/2017,67.71,126374
XLE,11/29/2017,68.08,126374
XLE,11/30/2017,69.1,126374
XLE,12/1/2017,69.68,126374
XLE,12/4/2017,69.65,126374
XLE,12/5/2017,69.35,126374
XLE,12/6/2017,68.45,126374
XLE,12/7/2017,68.65,126374
XLE,12/8/2017,69.28,126374
XLE,12/11/2017,69.78,126374
XLE,12/12/2017,69.59,126374
XLE,12/13/2017,69.49,126374
XLE,12/14/2017,69.24,126374
XLE,12/15/2017,68.72,126374
XLE,12/18/2017,69.25,126374
XLE,12/19/2017,69.35,126374
XLE,12/20/2017,70.33,126374
XLE,12/21/2017,71.82,126374
XLE,12/22/2017,71.97,126374
XLE,12/26/2017,72.6,126374
XLE,12/27/2017,72.36,126374
XLE,12/28/2017,72.47,126374
XLE,12/29/2017,72.26,126374
XLE,1/2/2018,73.45,126374
XLE,1/3/2018,74.55,126374
XLE,1/4/2018,75,126374
XLE,1/5/2018,74.97,126374
XLE,1/8/2018,75.42,126374
XLE,1/9/2018,75.23,126374
XLE,1/10/2018,75.14,126374
XLE,1/11/2018,76.68,126374
XLE,1/12/2018,77.42,126374
XLE,1/16/2018,76.44,126374
XLE,1/17/2018,77.11,126374
XLE,1/18/2018,76.48,126374
XLE,1/19/2018,76.38,126374
XLE,1/22/2018,78.03,126374
XLE,1/23/2018,77.91,126374
XLE,1/24/2018,77.7,126374
XLE,1/25/2018,77.09,126374
XLE,1/26/2018,77.51,126374
XLE,1/29/2018,76.34,126374
XLE,1/30/2018,74.8,126374
XLE,1/31/2018,74.85,126374
XLE,2/1/2018,75.62,126374
XLE,2/2/2018,72.46,126374
XLE,2/5/2018,69.42,126374
XLE,2/6/2018,69.97,126374
XLE,2/7/2018,68.8,126374
XLE,2/8/2018,66.72,126374
XLE,2/9/2018,66.67,126374
XLE,2/12/2018,67.76,126374
XLE,2/13/2018,67.48,126374
XLE,2/14/2018,68.46,126374
XLE,2/15/2018,68.29,126374
XLE,2/16/2018,68.12,126374
XLE,2/20/2018,67.75,126374
XLE,2/21/2018,66.61,126374
XLE,2/22/2018,67.34,126374
XLE,2/23/2018,68.8,126374
XLE,2/26/2018,69.21,126374
XLE,2/27/2018,68.31,126374
